,collection_date,Speed.cm.s.,Bearing.degrees.,Velocity.N.cm.s.,Velocity.E.cm.s.,Temperature.C.,reef,Genotype,Fragment_number,Month,Year,Fragment_num,day,Survey.,LiveFrag,L,W,H,Adjusted.Area,S01FragCount,Year.x,Si.uM.,NO2.uM.,N.N.uM.,NO3.uM.,PO4.uM.,sample_ID,sample_ID2,Health,Month.x,Samp_trip,joining_info,order,species,time_Reef,Cluster,sampling_trip,X,colour_reef,colour_genotype,colour_reef_genotype,colour_timepoint,colour_timepoint_reef,cluster_latitude,cluster_longitude,cluster_depth,depth,Year.y,Month.y,Lat_decimal,Long_decimal,avgchla_mgm.3,sdchla_mgm.3,avgSST_degC,sdSST_degC
bagnumber-1267,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN2,3,June,2019,45.66666667,26,7,1,NA,NA,NA,132.259,6.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN2_cl15_fr3_AH_2019-06-26,apal_ndr_gCN2_cl15_fr3_AH_2019-06-26,AH,June,Trip_3,CN2_Cluster_15_3_ndr,59,apal,3_ndr,15,3,NA,maroon2,blue4,greenyellow,maroon2,greenyellow,25.1303356,-80.2939744,-11.8,11.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1268,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN2,5,June,2019,45.66666667,26,7,1,NA,NA,NA,83.65306667,6.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN2_cl15_fr5_AH_2019-06-26,apal_ndr_gCN2_cl15_fr5_AH_2019-06-26,AH,June,Trip_3,CN2_Cluster_15_5_ndr,60,apal,3_ndr,15,3,NA,maroon2,blue4,greenyellow,maroon2,greenyellow,25.1303356,-80.2939744,-11.8,11.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1269,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN2,6,June,2019,45.66666667,26,7,1,NA,NA,NA,86.3789,6.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN2_cl15_fr6_AH_2019-06-26,apal_ndr_gCN2_cl15_fr6_AH_2019-06-26,AH,June,Trip_3,CN2_Cluster_15_6_ndr,61,apal,3_ndr,15,3,NA,maroon2,blue4,greenyellow,maroon2,greenyellow,25.1303356,-80.2939744,-11.8,11.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1091,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,ML2,3,June,2019,22.33333333,26,7,0.666666667,NA,NA,NA,45.70956667,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gML2_cl26_fr3_AH_2019-06-26,apal_ndr_gML2_cl26_fr3_AH_2019-06-26,AH,June,Trip_3,ML2_Cluster_26_3_ndr,35,apal,3_ndr,26,3,NA,maroon2,orangered,turquoise3,maroon2,greenyellow,25.1303151,-80.2939404,-11.8,11.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1097,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,ML2,3,June,2019,22.33333333,26,7,0.666666667,NA,NA,NA,45.70956667,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gML2_cl18_fr3_AH_2019-06-26,apal_ndr_gML2_cl18_fr3_AH_2019-06-26,AH,June,Trip_3,ML2_Cluster_18_3_ndr,41,apal,3_ndr,18,3,NA,maroon2,orangered,turquoise3,maroon2,greenyellow,25.1303496,-80.2939585,-11.8,11.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1092,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,ML2,4,June,2019,22.33333333,26,7,1,NA,NA,NA,58.4841,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gML2_cl26_fr4_AH_2019-06-26,apal_ndr_gML2_cl26_fr4_AH_2019-06-26,AH,June,Trip_3,ML2_Cluster_26_4_ndr,36,apal,3_ndr,26,3,NA,maroon2,orangered,turquoise3,maroon2,greenyellow,25.1303151,-80.2939404,-11.8,11.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1098,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,ML2,4,June,2019,22.33333333,26,7,1,NA,NA,NA,58.4841,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gML2_cl18_fr4_AH_2019-06-26,apal_ndr_gML2_cl18_fr4_AH_2019-06-26,AH,June,Trip_3,ML2_Cluster_18_4_ndr,42,apal,3_ndr,18,3,NA,maroon2,orangered,turquoise3,maroon2,greenyellow,25.1303496,-80.2939585,-11.8,11.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1093,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,ML2,5,June,2019,22.33333333,26,7,1,NA,NA,NA,38.89726667,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gML2_cl26_fr5_AH_2019-06-26,apal_ndr_gML2_cl26_fr5_AH_2019-06-26,AH,June,Trip_3,ML2_Cluster_26_5_ndr,37,apal,3_ndr,26,3,NA,maroon2,orangered,turquoise3,maroon2,greenyellow,25.1303151,-80.2939404,-11.8,11.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1099,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,ML2,5,June,2019,22.33333333,26,7,1,NA,NA,NA,38.89726667,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gML2_cl18_fr5_AH_2019-06-26,apal_ndr_gML2_cl18_fr5_AH_2019-06-26,AH,June,Trip_3,ML2_Cluster_18_5_ndr,43,apal,3_ndr,18,3,NA,maroon2,orangered,turquoise3,maroon2,greenyellow,25.1303496,-80.2939585,-11.8,11.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-787,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN2,3,March,2019,45.66666667,4,5,1,NA,NA,NA,NA,6.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN2_cl15_fr3_AH_2019-03-04,apal_ndr_gCN2_cl15_fr3_AH_2019-03-04,AH,March,Trip_2,CN2_Cluster_15_3_ndr,352,apal,2_ndr,15,2,NA,maroon2,blue4,greenyellow,blue4,maroon2,25.1303356,-80.2939744,-11.8,11.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-788,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN2,5,March,2019,45.66666667,4,5,1,NA,NA,NA,NA,6.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN2_cl15_fr5_AH_2019-03-04,apal_ndr_gCN2_cl15_fr5_AH_2019-03-04,AH,March,Trip_2,CN2_Cluster_15_5_ndr,353,apal,2_ndr,15,2,NA,maroon2,blue4,greenyellow,blue4,maroon2,25.1303356,-80.2939744,-11.8,11.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-789,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN2,6,March,2019,45.66666667,4,5,1,NA,NA,NA,NA,6.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN2_cl15_fr6_AH_2019-03-04,apal_ndr_gCN2_cl15_fr6_AH_2019-03-04,AH,March,Trip_2,CN2_Cluster_15_6_ndr,354,apal,2_ndr,15,2,NA,maroon2,blue4,greenyellow,blue4,maroon2,25.1303356,-80.2939744,-11.8,11.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-794,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,ML2,3,March,2019,22.33333333,4,5,0.666666667,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gML2_cl18_fr3_AH_2019-03-04,apal_ndr_gML2_cl18_fr3_AH_2019-03-04,AH,March,Trip_2,ML2_Cluster_18_3_ndr,355,apal,2_ndr,18,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303496,-80.2939585,-11.8,11.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-803,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,ML2,3,March,2019,22.33333333,4,5,0.666666667,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gML2_cl26_fr3_AH_2019-03-04,apal_ndr_gML2_cl26_fr3_AH_2019-03-04,AH,March,Trip_2,ML2_Cluster_26_3_ndr,364,apal,2_ndr,26,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303151,-80.2939404,-11.8,11.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-795,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,ML2,4,March,2019,22.33333333,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gML2_cl18_fr4_AH_2019-03-04,apal_ndr_gML2_cl18_fr4_AH_2019-03-04,AH,March,Trip_2,ML2_Cluster_18_4_ndr,356,apal,2_ndr,18,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303496,-80.2939585,-11.8,11.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-804,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,ML2,4,March,2019,22.33333333,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gML2_cl26_fr4_AH_2019-03-04,apal_ndr_gML2_cl26_fr4_AH_2019-03-04,AH,March,Trip_2,ML2_Cluster_26_4_ndr,365,apal,2_ndr,26,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303151,-80.2939404,-11.8,11.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-796,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,ML2,5,March,2019,22.33333333,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gML2_cl18_fr5_AH_2019-03-04,apal_ndr_gML2_cl18_fr5_AH_2019-03-04,AH,March,Trip_2,ML2_Cluster_18_5_ndr,357,apal,2_ndr,18,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303496,-80.2939585,-11.8,11.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-805,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,ML2,5,March,2019,22.33333333,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gML2_cl26_fr5_AH_2019-03-04,apal_ndr_gML2_cl26_fr5_AH_2019-03-04,AH,March,Trip_2,ML2_Cluster_26_5_ndr,366,apal,2_ndr,26,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303151,-80.2939404,-11.8,11.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-2174,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN4,4,November,2019,32.66666667,19,9,1,NA,NA,NA,54.6456,7.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN4_cl32_fr4_AH_2019-11-19,apal_ndr_gCN4_cl32_fr4_AH_2019-11-19,AH,November,Trip_5,CN4_Cluster_32_4_ndr,251,apal,5_ndr,32,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303377,-80.2939212,-11.7,11.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2175,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN4,5,November,2019,32.66666667,19,9,1,NA,NA,NA,38.6984,7.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN4_cl32_fr5_AH_2019-11-19,apal_ndr_gCN4_cl32_fr5_AH_2019-11-19,AH,November,Trip_5,CN4_Cluster_32_5_ndr,252,apal,5_ndr,32,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303377,-80.2939212,-11.7,11.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2173,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN4,B,November,2019,32.66666667,19,9,1,NA,NA,NA,33.7724,7.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN4_cl32_frB_AH_2019-11-19,apal_ndr_gCN4_cl32_frB_AH_2019-11-19,AH,November,Trip_5,CN4_Cluster_32_B_ndr,250,apal,5_ndr,32,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303377,-80.2939212,-11.7,11.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-1600,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN4,3,September,2019,32.66666667,25,8,1,NA,NA,NA,NA,7.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN4_cl32_fr3_AH_2019-09-25,apal_ndr_gCN4_cl32_fr3_AH_2019-09-25,AH,September,Trip_4,CN4_Cluster_32_3_ndr,121,apal,4_ndr,32,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303377,-80.2939212,-11.7,11.7,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1641,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN4,4,September,2019,32.66666667,25,8,1,NA,NA,NA,NA,7.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN4_cl32_fr4_AH_2019-09-25,apal_ndr_gCN4_cl32_fr4_AH_2019-09-25,AH,September,Trip_4,CN4_Cluster_32_4_ndr,122,apal,4_ndr,32,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303377,-80.2939212,-11.7,11.7,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1642,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN4,5,September,2019,32.66666667,25,8,1,NA,NA,NA,NA,7.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN4_cl32_fr5_AH_2019-09-25,apal_ndr_gCN4_cl32_fr5_AH_2019-09-25,AH,September,Trip_4,CN4_Cluster_32_5_ndr,123,apal,4_ndr,32,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303377,-80.2939212,-11.7,11.7,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1082,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN4,3,June,2019,32.66666667,26,7,1,NA,NA,NA,87.85919583,7.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN4_cl32_fr3_AH_2019-06-26,apal_ndr_gCN4_cl32_fr3_AH_2019-06-26,AH,June,Trip_3,CN4_Cluster_32_3_ndr,26,apal,3_ndr,32,3,NA,maroon2,maroon2,lightskyblue,maroon2,greenyellow,25.1303377,-80.2939212,-11.7,11.7,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1083,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN4,4,June,2019,32.66666667,26,7,1,NA,NA,NA,91.78539583,7.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN4_cl32_fr4_AH_2019-06-26,apal_ndr_gCN4_cl32_fr4_AH_2019-06-26,AH,June,Trip_3,CN4_Cluster_32_4_ndr,27,apal,3_ndr,32,3,NA,maroon2,maroon2,lightskyblue,maroon2,greenyellow,25.1303377,-80.2939212,-11.7,11.7,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1084,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN4,5,June,2019,32.66666667,26,7,1,NA,NA,NA,72.1555625,7.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN4_cl32_fr5_AH_2019-06-26,apal_ndr_gCN4_cl32_fr5_AH_2019-06-26,AH,June,Trip_3,CN4_Cluster_32_5_ndr,28,apal,3_ndr,32,3,NA,maroon2,maroon2,lightskyblue,maroon2,greenyellow,25.1303377,-80.2939212,-11.7,11.7,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-806,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN4,3,March,2019,32.66666667,4,5,1,NA,NA,NA,NA,7.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN4_cl32_fr3_AH_2019-03-04,apal_ndr_gCN4_cl32_fr3_AH_2019-03-04,AH,March,Trip_2,CN4_Cluster_32_3_ndr,367,apal,2_ndr,32,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303377,-80.2939212,-11.7,11.7,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-807,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN4,4,March,2019,32.66666667,4,5,1,NA,NA,NA,NA,7.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN4_cl32_fr4_AH_2019-03-04,apal_ndr_gCN4_cl32_fr4_AH_2019-03-04,AH,March,Trip_2,CN4_Cluster_32_4_ndr,368,apal,2_ndr,32,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303377,-80.2939212,-11.7,11.7,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-808,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN4,5,March,2019,32.66666667,4,5,1,NA,NA,NA,NA,7.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN4_cl32_fr5_AH_2019-03-04,apal_ndr_gCN4_cl32_fr5_AH_2019-03-04,AH,March,Trip_2,CN4_Cluster_32_5_ndr,369,apal,2_ndr,32,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303377,-80.2939212,-11.7,11.7,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-2251,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN2,3,November,2019,45.66666667,19,9,1,NA,NA,NA,207.40965,6.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN2_cl65_fr3_AH_2019-11-19,apal_ndr_gCN2_cl65_fr3_AH_2019-11-19,AH,November,Trip_5,CN2_Cluster_65_3_ndr,277,apal,5_ndr,65,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303122,-80.293845,-11.6,11.6,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2252,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN2,6,November,2019,45.66666667,19,9,1,NA,NA,NA,160.6838,6.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN2_cl65_fr6_AH_2019-11-19,apal_ndr_gCN2_cl65_fr6_AH_2019-11-19,AH,November,Trip_5,CN2_Cluster_65_6_ndr,278,apal,5_ndr,65,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303122,-80.293845,-11.6,11.6,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-1691,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN2,3,September,2019,45.66666667,25,8,1,NA,NA,NA,NA,6.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN2_cl65_fr3_AH_2019-09-25,apal_ndr_gCN2_cl65_fr3_AH_2019-09-25,AH,September,Trip_4,CN2_Cluster_65_3_ndr,141,apal,4_ndr,65,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303122,-80.293845,-11.6,11.6,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1692,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN2,6,September,2019,45.66666667,25,8,1,NA,NA,NA,NA,6.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN2_cl65_fr6_AH_2019-09-25,apal_ndr_gCN2_cl65_fr6_AH_2019-09-25,AH,September,Trip_4,CN2_Cluster_65_6_ndr,142,apal,4_ndr,65,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303122,-80.293845,-11.6,11.6,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1693,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN2,7,September,2019,45.66666667,25,8,1,NA,NA,NA,NA,6.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN2_cl65_fr7_AH_2019-09-25,apal_ndr_gCN2_cl65_fr7_AH_2019-09-25,AH,September,Trip_4,CN2_Cluster_65_7_ndr,143,apal,4_ndr,65,4,NA,maroon2,blue4,greenyellow,greenyellow,turquoise3,25.1303122,-80.293845,-11.6,11.6,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1226,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN2,3,June,2019,45.66666667,26,7,1,NA,NA,NA,132.259,6.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN2_cl65_fr3_AH_2019-06-26,apal_ndr_gCN2_cl65_fr3_AH_2019-06-26,AH,June,Trip_3,CN2_Cluster_65_3_ndr,56,apal,3_ndr,65,3,NA,maroon2,blue4,greenyellow,maroon2,greenyellow,25.1303122,-80.293845,-11.6,11.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1227,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN2,6,June,2019,45.66666667,26,7,1,NA,NA,NA,86.3789,6.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN2_cl65_fr6_AH_2019-06-26,apal_ndr_gCN2_cl65_fr6_AH_2019-06-26,AH,June,Trip_3,CN2_Cluster_65_6_ndr,57,apal,3_ndr,65,3,NA,maroon2,blue4,greenyellow,maroon2,greenyellow,25.1303122,-80.293845,-11.6,11.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1228,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN2,7,June,2019,45.66666667,26,7,1,NA,NA,NA,122.6300333,6.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN2_cl65_fr7_AH_2019-06-26,apal_ndr_gCN2_cl65_fr7_AH_2019-06-26,AH,June,Trip_3,CN2_Cluster_65_7_ndr,58,apal,3_ndr,65,3,NA,maroon2,blue4,greenyellow,maroon2,greenyellow,25.1303122,-80.293845,-11.6,11.6,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-695,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN2,3,March,2019,45.66666667,4,5,1,NA,NA,NA,NA,6.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN2_cl65_fr3_AH_2019-03-04,apal_ndr_gCN2_cl65_fr3_AH_2019-03-04,AH,March,Trip_2,CN2_Cluster_65_3_ndr,336,apal,2_ndr,65,2,NA,greenyellow,blue4,greenyellow,blue4,maroon2,25.1303122,-80.293845,-11.6,11.6,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-696,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN2,6,March,2019,45.66666667,4,5,1,NA,NA,NA,NA,6.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN2_cl65_fr6_AH_2019-03-04,apal_ndr_gCN2_cl65_fr6_AH_2019-03-04,AH,March,Trip_2,CN2_Cluster_65_6_ndr,337,apal,2_ndr,65,2,NA,greenyellow,blue4,greenyellow,blue4,maroon2,25.1303122,-80.293845,-11.6,11.6,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-697,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN2,7,March,2019,45.66666667,4,5,1,NA,NA,NA,NA,6.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN2_cl65_fr7_AH_2019-03-04,apal_ndr_gCN2_cl65_fr7_AH_2019-03-04,AH,March,Trip_2,CN2_Cluster_65_7_ndr,338,apal,2_ndr,65,2,NA,greenyellow,blue4,greenyellow,blue4,maroon2,25.1303122,-80.293845,-11.6,11.6,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-2162,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN2,3,November,2019,45.66666667,19,9,1,NA,NA,NA,207.40965,6.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN2_cl57_fr3_AH_2019-11-19,apal_ndr_gCN2_cl57_fr3_AH_2019-11-19,AH,November,Trip_5,CN2_Cluster_57_3_ndr,242,apal,5_ndr,57,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303246,-80.2938481,-10.7,10.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2163,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN2,4,November,2019,45.66666667,19,9,1,NA,NA,NA,192.1514,6.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN2_cl57_fr4_AH_2019-11-19,apal_ndr_gCN2_cl57_fr4_AH_2019-11-19,AH,November,Trip_5,CN2_Cluster_57_4_ndr,243,apal,5_ndr,57,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303246,-80.2938481,-10.7,10.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2164,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN2,5,November,2019,45.66666667,19,9,1,NA,NA,NA,160.6838,6.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN2_cl57_fr5_AH_2019-11-19,apal_ndr_gCN2_cl57_fr5_AH_2019-11-19,AH,November,Trip_5,CN2_Cluster_57_5_ndr,244,apal,5_ndr,57,5,NA,maroon2,blue4,greenyellow,orangered,olivedrab1,25.1303246,-80.2938481,-10.7,10.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
